"OBJE_SQ_OBJETO","TIRE_SQ_TIPO_RECURSO","DECR_QN_RECURSO","DECR_DURACAO_RECURSO"
"1","43","1","18"
"1","44","0.8","19"
"1","44","0.8","21"
"1","46","1","18"
"1","47","1.1","15"
"1","47","1.1","19"
"1","47","1.1","21"
"1","52","0.8","15"
"1","52","0.8","19"
"1","52","0.8","21"
"1","55","0.4","18"
"1","58","1.2","18"
"1","59","1.5","15"
"1","59","1.5","19"
"1","59","1.5","21"
"1","68","1.2","18"
"1","69","1.5","15"
"1","69","1.5","19"
"1","69","1.5","21"
"1","70","1","18"
"1","73","1.2","18"
"1","74","1.5","15"
"1","74","1.5","19"
"1","74","1.5","21"
"1","76","0.7","18"
"1","78","1","18"
"1","79","1","19"
"1","79","1","21"
"1","83","1","18"
"1","84","1","19"
"1","84","1","21"
"2","43","1","8"
"2","44","0.8","27"
"2","46","1","8"
"2","47","1.1","19"
"2","47","1.1","27"
"2","52","0.8","19"
"2","52","0.8","27"
"2","55","0.4","8"
"2","58","1.2","8"
"2","59","1.5","19"
"2","59","1.5","27"
"2","68","1.2","8"
"2","69","1.5","19"
"2","69","1.5","27"
"2","70","1","8"
"2","71","1","8"
"2","73","1.2","8"
"2","74","1.5","19"
"2","74","1.5","27"
"2","76","0.7","8"
"2","78","1","8"
"2","79","1","27"
"2","83","1","8"
"2","84","1","27"
"3","43","1","8"
"3","44","0.8","21"
"3","44","0.8","20"
"3","46","1","8"
"3","47","1.1","23"
"3","47","1.1","21"
"3","47","1.1","20"
"3","52","0.8","23"
"3","52","0.8","21"
"3","52","0.8","20"
"3","55","0.4","8"
"3","58","1.2","8"
"3","59","1.5","23"
"3","59","1.5","21"
"3","59","1.5","20"
"3","68","1.2","8"
"3","69","1.5","23"
"3","69","1.5","21"
"3","69","1.5","20"
"3","70","1","8"
"3","73","1.2","8"
"3","74","1.5","23"
"3","74","1.5","21"
"3","74","1.5","20"
"3","76","0.7","8"
"3","78","1","8"
"3","79","1","21"
"3","79","1","20"
"3","83","1","8"
"3","84","1","21"
"3","84","1","20"
"4","43","1","14"
"4","44","0.8","33"
"4","46","1","14"
"4","47","1.1","19"
"4","47","1.1","33"
"4","52","0.8","19"
"4","52","0.8","33"
"4","55","0.4","14"
"4","58","1.2","14"
"4","59","1.5","19"
"4","59","1.5","33"
"4","68","1.2","14"
"4","69","1.5","19"
"4","69","1.5","33"
"4","70","1","14"
"4","71","1","14"
"4","73","1.2","14"
"4","74","1.5","19"
"4","74","1.5","33"
"4","76","0.7","14"
"4","78","1","14"
"4","79","1","33"
"4","83","1","14"
"4","84","1","33"
"5","43","1","10"
"5","44","0.8","2"
"5","44","0.8","2"
"5","46","1","10"
"5","47","1.1","16"
"5","47","1.1","2"
"5","47","1.1","2"
"5","52","0.8","16"
"5","52","0.8","2"
"5","52","0.8","2"
"5","55","0.4","10"
"5","58","1.2","10"
"5","59","1.5","16"
"5","59","1.5","2"
"5","59","1.5","2"
"5","68","1.2","10"
"5","69","1.5","16"
"5","69","1.5","2"
"5","69","1.5","2"
"5","70","1","10"
"5","73","1.2","10"
"5","74","1.5","16"
"5","74","1.5","2"
"5","74","1.5","2"
"5","76","0.7","10"
"5","78","1","10"
"5","79","1","2"
"5","79","1","2"
"5","83","1","10"
"5","84","1","2"
"5","84","1","2"
"6","43","1","16"
"6","44","0.8","31"
"6","46","1","16"
"6","47","1.1","4"
"6","47","1.1","4"
"6","47","1.1","31"
"6","48","1.5","4"
"6","52","0.8","4"
"6","52","0.8","4"
"6","52","0.8","31"
"6","55","0.4","16"
"6","58","1.2","16"
"6","59","1.5","4"
"6","59","1.5","4"
"6","59","1.5","31"
"6","68","1.2","16"
"6","69","1.5","4"
"6","69","1.5","4"
"6","69","1.5","31"
"6","70","1","16"
"6","71","1","16"
"6","73","1.2","16"
"6","74","1.5","4"
"6","74","1.5","4"
"6","74","1.5","31"
"6","76","0.7","16"
"6","78","1","16"
"6","79","1","31"
"6","83","1","16"
"6","84","1","31"
"7","43","1","13"
"7","44","0.8","7"
"7","44","0.8","1"
"7","44","0.8","1"
"7","46","1","13"
"7","47","1.1","7"
"7","47","1.1","9"
"7","47","1.1","9"
"7","47","1.1","9"
"7","47","1.1","1"
"7","47","1.1","1"
"7","47","1.1","7"
"7","47","1.1","1"
"7","47","1.1","1"
"7","49","1.5","7"
"7","49","1.5","9"
"7","51","0.5","7"
"7","52","0.8","7"
"7","52","0.8","9"
"7","52","0.8","9"
"7","55","0.4","13"
"7","56","0.6","9"
"7","56","0.6","1"
"7","56","0.6","1"
"7","56","0.6","7"
"7","56","0.6","1"
"7","56","0.6","1"
"7","58","1.2","13"
"7","59","1.5","7"
"7","59","1.5","9"
"7","59","1.5","9"
"7","59","1.5","9"
"7","59","1.5","1"
"7","59","1.5","1"
"7","59","1.5","7"
"7","59","1.5","1"
"7","59","1.5","1"
"7","68","1.2","13"
"7","69","1.5","7"
"7","69","1.5","9"
"7","69","1.5","9"
"7","69","1.5","9"
"7","69","1.5","1"
"7","69","1.5","1"
"7","69","1.5","7"
"7","69","1.5","1"
"7","69","1.5","1"
"7","73","1.2","13"
"7","74","1.5","7"
"7","74","1.5","9"
"7","74","1.5","9"
"7","74","1.5","9"
"7","74","1.5","1"
"7","74","1.5","1"
"7","74","1.5","7"
"7","74","1.5","1"
"7","74","1.5","1"
"7","79","1","9"
"7","79","1","9"
"7","79","1","1"
"7","79","1","1"
"7","79","1","7"
"7","79","1","1"
"7","81","0.8","13"
"7","82","1","9"
"7","82","1","1"
"7","82","1","1"
"7","82","1","7"
"7","82","1","1"
"7","82","1","1"
"8","43","1","1"
"8","44","0.8","7"
"8","46","1","1"
"8","47","1.1","5"
"8","47","1.1","5"
"8","47","1.1","7"
"8","48","1.5","5"
"8","50","0.5","5"
"8","52","0.8","5"
"8","55","0.4","1"
"8","56","0.6","5"
"8","56","0.6","7"
"8","58","1.2","1"
"8","59","1.5","5"
"8","59","1.5","5"
"8","59","1.5","7"
"8","68","1.2","1"
"8","69","1.5","5"
"8","69","1.5","5"
"8","69","1.5","7"
"8","73","1.2","1"
"8","74","1.5","5"
"8","74","1.5","5"
"8","74","1.5","7"
"8","79","1","5"
"8","79","1","7"
"8","81","0.8","1"
"8","82","1","5"
"8","82","1","7"
"9","43","1","25"
"9","44","0.8","40"
"9","44","0.8","23"
"9","46","1","25"
"9","47","1.1","5"
"9","47","1.1","16"
"9","47","1.1","40"
"9","47","1.1","23"
"9","48","1.5","5"
"9","52","0.8","5"
"9","52","0.8","16"
"9","52","0.8","40"
"9","52","0.8","23"
"9","55","0.4","25"
"9","58","1.2","25"
"9","59","1.5","5"
"9","59","1.5","16"
"9","59","1.5","40"
"9","59","1.5","23"
"9","68","1.2","25"
"9","69","1.5","5"
"9","69","1.5","16"
"9","69","1.5","40"
"9","69","1.5","23"
"9","70","1","25"
"9","71","1","25"
"9","73","1.2","25"
"9","74","1.5","5"
"9","74","1.5","16"
"9","74","1.5","40"
"9","74","1.5","23"
"9","76","0.7","25"
"9","78","1","25"
"9","79","1","40"
"9","79","1","23"
"9","83","1","25"
"9","84","1","40"
"9","84","1","23"
"10","43","1","1"
"10","44","0.8","5"
"10","46","1","1"
"10","47","1.1","2"
"10","47","1.1","6"
"10","47","1.1","5"
"10","48","1.5","2"
"10","50","0.5","2"
"10","52","0.8","2"
"10","55","0.4","1"
"10","56","0.6","6"
"10","56","0.6","5"
"10","58","1.2","1"
"10","59","1.5","2"
"10","59","1.5","6"
"10","59","1.5","5"
"10","68","1.2","1"
"10","69","1.5","2"
"10","69","1.5","6"
"10","69","1.5","5"
"10","73","1.2","1"
"10","74","1.5","2"
"10","74","1.5","6"
"10","74","1.5","5"
"10","79","1","6"
"10","79","1","5"
"10","81","0.8","1"
"10","82","1","6"
"10","82","1","5"
"11","42","1","1"
"11","43","1","36"
"11","44","0.8","26"
"11","44","0.8","1"
"11","44","0.8","1"
"11","45","1","1"
"11","46","1","36"
"11","47","1.1","2"
"11","47","1.1","5"
"11","47","1.1","5"
"11","47","1.1","6"
"11","47","1.1","14"
"11","47","1.1","26"
"11","47","1.1","1"
"11","47","1.1","1"
"11","49","1.5","2"
"11","49","1.5","5"
"11","51","0.5","2"
"11","52","0.8","2"
"11","52","0.8","5"
"11","52","0.8","5"
"11","54","1","1"
"11","55","0.4","36"
"11","56","0.6","6"
"11","56","0.6","14"
"11","56","0.6","26"
"11","56","0.6","1"
"11","56","0.6","1"
"11","57","1","1"
"11","58","1.2","36"
"11","59","1.5","2"
"11","59","1.5","5"
"11","59","1.5","5"
"11","59","1.5","6"
"11","59","1.5","14"
"11","59","1.5","26"
"11","59","1.5","1"
"11","59","1.5","1"
"11","67","1","1"
"11","68","1.2","36"
"11","69","1.5","2"
"11","69","1.5","5"
"11","69","1.5","5"
"11","69","1.5","6"
"11","69","1.5","14"
"11","69","1.5","26"
"11","69","1.5","1"
"11","69","1.5","1"
"11","72","1","1"
"11","73","1.2","36"
"11","74","1.5","2"
"11","74","1.5","5"
"11","74","1.5","5"
"11","74","1.5","6"
"11","74","1.5","14"
"11","74","1.5","26"
"11","74","1.5","1"
"11","74","1.5","1"
"11","79","1","5"
"11","79","1","6"
"11","79","1","14"
"11","79","1","26"
"11","79","1","1"
"11","80","1","1"
"11","81","0.8","36"
"11","82","1","6"
"11","82","1","14"
"11","82","1","26"
"11","82","1","1"
"11","82","1","1"
"12","43","1","1"
"12","44","0.8","7"
"12","46","1","1"
"12","47","1.1","8"
"12","47","1.1","9"
"12","47","1.1","9"
"12","47","1.1","7"
"12","48","1.5","8"
"12","48","1.5","9"
"12","50","0.5","8"
"12","52","0.8","8"
"12","52","0.8","9"
"12","55","0.4","1"
"12","56","0.6","9"
"12","56","0.6","7"
"12","58","1.2","1"
"12","59","1.5","8"
"12","59","1.5","9"
"12","59","1.5","9"
"12","59","1.5","7"
"12","68","1.2","1"
"12","69","1.5","8"
"12","69","1.5","9"
"12","69","1.5","9"
"12","69","1.5","7"
"12","73","1.2","1"
"12","74","1.5","8"
"12","74","1.5","9"
"12","74","1.5","9"
"12","74","1.5","7"
"12","78","1","1"
"12","79","1","9"
"12","79","1","7"
"12","81","0.8","1"
"12","82","1","9"
"12","82","1","7"
"12","83","1","1"
"13","43","1","3"
"13","44","0.8","13"
"13","46","1","3"
"13","47","1.1","2"
"13","47","1.1","4"
"13","47","1.1","10"
"13","47","1.1","13"
"13","48","1.5","2"
"13","48","1.5","4"
"13","50","0.5","2"
"13","52","0.8","2"
"13","52","0.8","4"
"13","52","0.8","10"
"13","52","0.8","13"
"13","55","0.4","3"
"13","58","1.2","3"
"13","59","1.5","2"
"13","59","1.5","4"
"13","59","1.5","10"
"13","59","1.5","13"
"13","68","1.2","3"
"13","69","1.5","2"
"13","69","1.5","4"
"13","69","1.5","10"
"13","69","1.5","13"
"13","70","1","3"
"13","73","1.2","3"
"13","74","1.5","2"
"13","74","1.5","4"
"13","74","1.5","10"
"13","74","1.5","13"
"13","76","0.7","3"
"13","78","1","3"
"13","79","1","13"
"13","83","1","3"
"13","84","1","13"
"14","43","1","1"
"14","44","0.8","13"
"14","46","1","1"
"14","47","1.1","3"
"14","47","1.1","7"
"14","47","1.1","7"
"14","47","1.1","1"
"14","47","1.1","13"
"14","49","1.5","3"
"14","49","1.5","7"
"14","51","0.5","3"
"14","52","0.8","3"
"14","52","0.8","7"
"14","52","0.8","7"
"14","55","0.4","1"
"14","56","0.6","1"
"14","56","0.6","13"
"14","58","1.2","1"
"14","59","1.5","3"
"14","59","1.5","7"
"14","59","1.5","7"
"14","59","1.5","1"
"14","59","1.5","13"
"14","68","1.2","1"
"14","69","1.5","3"
"14","69","1.5","7"
"14","69","1.5","7"
"14","69","1.5","1"
"14","69","1.5","13"
"14","73","1.2","1"
"14","74","1.5","3"
"14","74","1.5","7"
"14","74","1.5","7"
"14","74","1.5","1"
"14","74","1.5","13"
"14","79","1","7"
"14","79","1","1"
"14","79","1","13"
"14","81","0.8","1"
"14","82","1","1"
"14","82","1","13"
"15","44","0.8","4"
"15","47","1.1","2"
"15","47","1.1","8"
"15","47","1.1","6"
"15","47","1.1","4"
"15","48","1.5","8"
"15","49","1.5","2"
"15","51","0.5","2"
"15","52","0.8","2"
"15","56","0.6","6"
"15","56","0.6","4"
"15","59","1.5","2"
"15","59","1.5","8"
"15","59","1.5","6"
"15","59","1.5","4"
"15","69","1.5","2"
"15","69","1.5","8"
"15","69","1.5","6"
"15","69","1.5","4"
"15","74","1.5","2"
"15","74","1.5","8"
"15","74","1.5","6"
"15","74","1.5","4"
"15","77","0.7","4"
"15","79","1","6"
"15","82","1","6"
"15","82","1","4"
"16","43","1","7"
"16","46","1","7"
"16","47","1.1","1"
"16","47","1.1","6"
"16","47","1.1","3"
"16","47","1.1","11"
"16","48","1.5","6"
"16","49","1.5","1"
"16","51","0.5","1"
"16","52","0.8","1"
"16","55","0.4","7"
"16","56","0.6","3"
"16","56","0.6","11"
"16","58","1.2","7"
"16","59","1.5","1"
"16","59","1.5","6"
"16","59","1.5","3"
"16","59","1.5","11"
"16","68","1.2","7"
"16","69","1.5","1"
"16","69","1.5","6"
"16","69","1.5","3"
"16","69","1.5","11"
"16","73","1.2","7"
"16","74","1.5","1"
"16","74","1.5","6"
"16","74","1.5","3"
"16","74","1.5","11"
"16","76","0.7","7"
"16","79","1","3"
"16","79","1","11"
"16","81","0.8","7"
"16","82","1","3"
"16","82","1","11"
"17","44","0.8","12"
"17","47","1.1","2"
"17","47","1.1","6"
"17","47","1.1","3"
"17","47","1.1","12"
"17","48","1.5","6"
"17","49","1.5","2"
"17","51","0.5","2"
"17","52","0.8","2"
"17","56","0.6","3"
"17","56","0.6","12"
"17","59","1.5","2"
"17","59","1.5","6"
"17","59","1.5","3"
"17","59","1.5","12"
"17","69","1.5","2"
"17","69","1.5","6"
"17","69","1.5","3"
"17","69","1.5","12"
"17","74","1.5","2"
"17","74","1.5","6"
"17","74","1.5","3"
"17","74","1.5","12"
"17","77","0.7","12"
"17","79","1","3"
"17","82","1","3"
"17","82","1","12"
"18","44","0.8","7"
"18","47","1.1","1"
"18","47","1.1","4"
"18","47","1.1","8"
"18","47","1.1","7"
"18","48","1.5","4"
"18","49","1.5","1"
"18","51","0.5","1"
"18","52","0.8","1"
"18","56","0.6","8"
"18","56","0.6","7"
"18","59","1.5","1"
"18","59","1.5","4"
"18","59","1.5","8"
"18","59","1.5","7"
"18","69","1.5","1"
"18","69","1.5","4"
"18","69","1.5","8"
"18","69","1.5","7"
"18","74","1.5","1"
"18","74","1.5","4"
"18","74","1.5","8"
"18","74","1.5","7"
"18","77","0.7","7"
"18","79","1","8"
"18","82","1","8"
"18","82","1","7"
"19","44","0.8","9"
"19","47","1.1","1"
"19","47","1.1","3"
"19","47","1.1","8"
"19","47","1.1","9"
"19","48","1.5","3"
"19","49","1.5","1"
"19","51","0.5","1"
"19","52","0.8","1"
"19","56","0.6","8"
"19","56","0.6","9"
"19","59","1.5","1"
"19","59","1.5","3"
"19","59","1.5","8"
"19","59","1.5","9"
"19","69","1.5","1"
"19","69","1.5","3"
"19","69","1.5","8"
"19","69","1.5","9"
"19","74","1.5","1"
"19","74","1.5","3"
"19","74","1.5","8"
"19","74","1.5","9"
"19","77","0.7","9"
"19","79","1","8"
"19","82","1","8"
"19","82","1","9"
"20","44","0.8","8"
"20","47","1.1","1"
"20","47","1.1","4"
"20","47","1.1","7"
"20","47","1.1","8"
"20","48","1.5","4"
"20","49","1.5","1"
"20","51","0.5","1"
"20","52","0.8","1"
"20","56","0.6","7"
"20","56","0.6","8"
"20","59","1.5","1"
"20","59","1.5","4"
"20","59","1.5","7"
"20","59","1.5","8"
"20","69","1.5","1"
"20","69","1.5","4"
"20","69","1.5","7"
"20","69","1.5","8"
"20","74","1.5","1"
"20","74","1.5","4"
"20","74","1.5","7"
"20","74","1.5","8"
"20","77","0.7","8"
"20","79","1","7"
"20","82","1","7"
"20","82","1","8"
"21","43","1","1"
"21","44","0.8","11"
"21","44","0.8","1"
"21","46","1","1"
"21","47","1.1","1"
"21","47","1.1","4"
"21","47","1.1","11"
"21","47","1.1","11"
"21","47","1.1","1"
"21","48","1.5","1"
"21","48","1.5","4"
"21","50","0.5","1"
"21","52","0.8","1"
"21","55","0.4","1"
"21","56","0.6","11"
"21","56","0.6","11"
"21","56","0.6","1"
"21","58","1.2","1"
"21","59","1.5","1"
"21","59","1.5","4"
"21","59","1.5","11"
"21","59","1.5","11"
"21","59","1.5","1"
"21","68","1.2","1"
"21","69","1.5","1"
"21","69","1.5","4"
"21","69","1.5","11"
"21","69","1.5","11"
"21","69","1.5","1"
"21","73","1.2","1"
"21","74","1.5","1"
"21","74","1.5","4"
"21","74","1.5","11"
"21","74","1.5","11"
"21","74","1.5","1"
"21","76","0.7","1"
"21","77","0.7","11"
"21","77","0.7","1"
"21","79","1","11"
"21","81","0.8","1"
"21","82","1","11"
"21","82","1","11"
"21","82","1","1"
"22","44","0.8","10"
"22","44","0.8","1"
"22","47","1.1","3"
"22","47","1.1","8"
"22","47","1.1","9"
"22","47","1.1","10"
"22","47","1.1","1"
"22","48","1.5","3"
"22","48","1.5","8"
"22","50","0.5","3"
"22","52","0.8","3"
"22","56","0.6","9"
"22","56","0.6","10"
"22","56","0.6","1"
"22","59","1.5","3"
"22","59","1.5","8"
"22","59","1.5","9"
"22","59","1.5","10"
"22","59","1.5","1"
"22","69","1.5","3"
"22","69","1.5","8"
"22","69","1.5","9"
"22","69","1.5","10"
"22","69","1.5","1"
"22","74","1.5","3"
"22","74","1.5","8"
"22","74","1.5","9"
"22","74","1.5","10"
"22","74","1.5","1"
"22","77","0.7","10"
"22","77","0.7","1"
"22","79","1","9"
"22","82","1","9"
"22","82","1","10"
"22","82","1","1"
"23","43","1","10"
"23","46","1","10"
"23","47","1.1","7"
"23","47","1.1","6"
"23","47","1.1","11"
"23","47","1.1","9"
"23","48","1.5","6"
"23","51","0.5","7"
"23","52","0.8","7"
"23","55","0.4","10"
"23","56","0.6","11"
"23","56","0.6","9"
"23","58","1.2","10"
"23","59","1.5","7"
"23","59","1.5","6"
"23","59","1.5","11"
"23","59","1.5","9"
"23","68","1.2","10"
"23","69","1.5","7"
"23","69","1.5","6"
"23","69","1.5","11"
"23","69","1.5","9"
"23","73","1.2","10"
"23","74","1.5","7"
"23","74","1.5","6"
"23","74","1.5","11"
"23","74","1.5","9"
"23","76","0.7","10"
"23","79","1","11"
"23","79","1","9"
"23","81","0.8","10"
"23","82","1","11"
"23","82","1","9"
"24","43","1","8"
"24","46","1","8"
"24","47","1.1","1"
"24","47","1.1","6"
"24","47","1.1","5"
"24","47","1.1","6"
"24","48","1.5","1"
"24","48","1.5","6"
"24","50","0.5","1"
"24","52","0.8","1"
"24","55","0.4","8"
"24","56","0.6","5"
"24","56","0.6","6"
"24","58","1.2","8"
"24","59","1.5","1"
"24","59","1.5","6"
"24","59","1.5","5"
"24","59","1.5","6"
"24","68","1.2","8"
"24","69","1.5","1"
"24","69","1.5","6"
"24","69","1.5","5"
"24","69","1.5","6"
"24","73","1.2","8"
"24","74","1.5","1"
"24","74","1.5","6"
"24","74","1.5","5"
"24","74","1.5","6"
"24","76","0.7","8"
"24","79","1","5"
"24","79","1","6"
"24","81","0.8","8"
"24","82","1","5"
"24","82","1","6"
"25","43","1","6"
"25","46","1","6"
"25","47","1.1","2"
"25","47","1.1","5"
"25","47","1.1","2"
"25","47","1.1","6"
"25","48","1.5","2"
"25","48","1.5","5"
"25","50","0.5","2"
"25","52","0.8","2"
"25","55","0.4","6"
"25","56","0.6","2"
"25","56","0.6","6"
"25","58","1.2","6"
"25","59","1.5","2"
"25","59","1.5","5"
"25","59","1.5","2"
"25","59","1.5","6"
"25","68","1.2","6"
"25","69","1.5","2"
"25","69","1.5","5"
"25","69","1.5","2"
"25","69","1.5","6"
"25","73","1.2","6"
"25","74","1.5","2"
"25","74","1.5","5"
"25","74","1.5","2"
"25","74","1.5","6"
"25","76","0.7","6"
"25","79","1","2"
"25","79","1","6"
"25","81","0.8","6"
"25","82","1","2"
"25","82","1","6"
"26","43","1","7"
"26","46","1","7"
"26","47","1.1","2"
"26","47","1.1","6"
"26","47","1.1","2"
"26","47","1.1","5"
"26","48","1.5","2"
"26","48","1.5","6"
"26","50","0.5","2"
"26","52","0.8","2"
"26","55","0.4","7"
"26","56","0.6","2"
"26","56","0.6","5"
"26","58","1.2","7"
"26","59","1.5","2"
"26","59","1.5","6"
"26","59","1.5","2"
"26","59","1.5","5"
"26","68","1.2","7"
"26","69","1.5","2"
"26","69","1.5","6"
"26","69","1.5","2"
"26","69","1.5","5"
"26","73","1.2","7"
"26","74","1.5","2"
"26","74","1.5","6"
"26","74","1.5","2"
"26","74","1.5","5"
"26","76","0.7","7"
"26","79","1","2"
"26","79","1","5"
"26","81","0.8","7"
"26","82","1","2"
"26","82","1","5"
"27","43","1","2"
"27","43","1","4"
"27","46","1","2"
"27","46","1","4"
"27","47","1.1","4"
"27","47","1.1","3"
"27","47","1.1","9"
"27","52","0.8","4"
"27","55","0.4","2"
"27","55","0.4","4"
"27","56","0.6","9"
"27","58","1.2","2"
"27","58","1.2","4"
"27","59","1.5","4"
"27","59","1.5","3"
"27","59","1.5","9"
"27","68","1.2","2"
"27","68","1.2","4"
"27","69","1.5","4"
"27","69","1.5","3"
"27","69","1.5","9"
"27","73","1.2","2"
"27","73","1.2","4"
"27","74","1.5","4"
"27","74","1.5","3"
"27","74","1.5","9"
"27","76","0.7","2"
"27","76","0.7","4"
"27","79","1","9"
"27","81","0.8","2"
"27","81","0.8","4"
"27","82","1","9"
"28","44","0.8","8"
"28","44","0.8","19"
"28","47","1.1","3"
"28","47","1.1","7"
"28","47","1.1","8"
"28","47","1.1","8"
"28","47","1.1","19"
"28","48","1.5","3"
"28","48","1.5","7"
"28","50","0.5","3"
"28","52","0.8","3"
"28","52","0.8","7"
"28","56","0.6","8"
"28","56","0.6","8"
"28","56","0.6","19"
"28","59","1.5","3"
"28","59","1.5","7"
"28","59","1.5","8"
"28","59","1.5","8"
"28","59","1.5","19"
"28","69","1.5","3"
"28","69","1.5","7"
"28","69","1.5","8"
"28","69","1.5","8"
"28","69","1.5","19"
"28","74","1.5","3"
"28","74","1.5","7"
"28","74","1.5","8"
"28","74","1.5","8"
"28","74","1.5","19"
"28","79","1","8"
"28","79","1","8"
"28","79","1","19"
"28","82","1","8"
"28","82","1","8"
"28","82","1","19"
"28","84","1","8"
"28","84","1","19"
"29","44","0.8","7"
"29","47","1.1","2"
"29","47","1.1","3"
"29","47","1.1","6"
"29","47","1.1","7"
"29","48","1.5","3"
"29","49","1.5","2"
"29","51","0.5","2"
"29","52","0.8","2"
"29","56","0.6","6"
"29","56","0.6","7"
"29","59","1.5","2"
"29","59","1.5","3"
"29","59","1.5","6"
"29","59","1.5","7"
"29","69","1.5","2"
"29","69","1.5","3"
"29","69","1.5","6"
"29","69","1.5","7"
"29","74","1.5","2"
"29","74","1.5","3"
"29","74","1.5","6"
"29","74","1.5","7"
"29","77","0.7","7"
"29","79","1","6"
"29","82","1","6"
"29","82","1","7"
"30","43","1","12"
"30","44","0.8","12"
"30","46","1","12"
"30","47","1.1","3"
"30","47","1.1","4"
"30","47","1.1","12"
"30","47","1.1","16"
"30","47","1.1","12"
"30","49","1.5","4"
"30","51","0.5","3"
"30","52","0.8","3"
"30","52","0.8","4"
"30","52","0.8","12"
"30","55","0.4","12"
"30","56","0.6","16"
"30","56","0.6","12"
"30","58","1.2","12"
"30","59","1.5","3"
"30","59","1.5","4"
"30","59","1.5","12"
"30","59","1.5","16"
"30","59","1.5","12"
"30","68","1.2","12"
"30","69","1.5","3"
"30","69","1.5","4"
"30","69","1.5","12"
"30","69","1.5","16"
"30","69","1.5","12"
"30","70","1","12"
"30","73","1.2","12"
"30","74","1.5","3"
"30","74","1.5","4"
"30","74","1.5","12"
"30","74","1.5","16"
"30","74","1.5","12"
"30","78","1","12"
"30","79","1","12"
"30","79","1","16"
"30","79","1","12"
"30","82","1","16"
"30","82","1","12"
"30","83","1","12"
"30","84","1","12"
"31","43","1","7"
"31","46","1","7"
"31","55","0.4","7"
"31","58","1.2","7"
"31","68","1.2","7"
"31","73","1.2","7"
"31","76","0.7","7"
"31","81","0.8","7"
"32","43","1","1"
"32","44","0.8","16"
"32","46","1","1"
"32","47","1.1","11"
"32","47","1.1","11"
"32","47","1.1","16"
"32","47","1.1","16"
"32","48","1.5","11"
"32","48","1.5","11"
"32","51","0.5","11"
"32","52","0.8","11"
"32","52","0.8","11"
"32","52","0.8","16"
"32","52","0.8","16"
"32","55","0.4","1"
"32","58","1.2","1"
"32","59","1.5","11"
"32","59","1.5","11"
"32","59","1.5","16"
"32","59","1.5","16"
"32","68","1.2","1"
"32","69","1.5","11"
"32","69","1.5","11"
"32","69","1.5","16"
"32","69","1.5","16"
"32","73","1.2","1"
"32","74","1.5","11"
"32","74","1.5","11"
"32","74","1.5","16"
"32","74","1.5","16"
"32","78","1","1"
"32","79","1","16"
"32","79","1","16"
"32","81","0.8","1"
"32","82","1","16"
"32","82","1","16"
"32","83","1","1"
"32","84","1","16"
"33","43","1","10"
"33","46","1","10"
"33","47","1.1","1"
"33","47","1.1","4"
"33","47","1.1","8"
"33","48","1.5","4"
"33","51","0.5","1"
"33","52","0.8","1"
"33","55","0.4","10"
"33","56","0.6","8"
"33","58","1.2","10"
"33","59","1.5","1"
"33","59","1.5","4"
"33","59","1.5","8"
"33","68","1.2","10"
"33","69","1.5","1"
"33","69","1.5","4"
"33","69","1.5","8"
"33","73","1.2","10"
"33","74","1.5","1"
"33","74","1.5","4"
"33","74","1.5","8"
"33","76","0.7","10"
"33","79","1","8"
"33","81","0.8","10"
"33","82","1","8"
"34","43","1","9"
"34","46","1","9"
"34","47","1.1","1"
"34","47","1.1","7"
"34","47","1.1","8"
"34","48","1.5","7"
"34","51","0.5","1"
"34","52","0.8","1"
"34","55","0.4","9"
"34","56","0.6","8"
"34","58","1.2","9"
"34","59","1.5","1"
"34","59","1.5","7"
"34","59","1.5","8"
"34","68","1.2","9"
"34","69","1.5","1"
"34","69","1.5","7"
"34","69","1.5","8"
"34","73","1.2","9"
"34","74","1.5","1"
"34","74","1.5","7"
"34","74","1.5","8"
"34","76","0.7","9"
"34","79","1","8"
"34","81","0.8","9"
"34","82","1","8"
"35","44","0.8","33"
"35","47","1.1","33"
"35","56","0.6","33"
"35","59","1.5","33"
"35","69","1.5","33"
"35","74","1.5","33"
"35","77","0.7","33"
"35","82","1","33"
"36","43","1","8"
"36","46","1","8"
"36","47","1.1","1"
"36","47","1.1","7"
"36","47","1.1","10"
"36","48","1.5","7"
"36","51","0.5","1"
"36","52","0.8","1"
"36","55","0.4","8"
"36","56","0.6","10"
"36","58","1.2","8"
"36","59","1.5","1"
"36","59","1.5","7"
"36","59","1.5","10"
"36","68","1.2","8"
"36","69","1.5","1"
"36","69","1.5","7"
"36","69","1.5","10"
"36","73","1.2","8"
"36","74","1.5","1"
"36","74","1.5","7"
"36","74","1.5","10"
"36","76","0.7","8"
"36","79","1","10"
"36","81","0.8","8"
"36","82","1","10"
"37","43","1","7"
"37","46","1","7"
"37","47","1.1","2"
"37","47","1.1","8"
"37","47","1.1","10"
"37","48","1.5","8"
"37","51","0.5","2"
"37","52","0.8","2"
"37","55","0.4","7"
"37","56","0.6","10"
"37","58","1.2","7"
"37","59","1.5","2"
"37","59","1.5","8"
"37","59","1.5","10"
"37","68","1.2","7"
"37","69","1.5","2"
"37","69","1.5","8"
"37","69","1.5","10"
"37","73","1.2","7"
"37","74","1.5","2"
"37","74","1.5","8"
"37","74","1.5","10"
"37","76","0.7","7"
"37","79","1","10"
"37","81","0.8","7"
"37","82","1","10"
